RPM_A,RPM_B,Position_A (deg),Position_B (deg),Distance_A (cm),Distance_B (cm),Current_A,Current_B,Speed_A,Speed_B,Angular_Velocity (deg/s),timestamp
44,-46,282.3529411764706,52.23529411764706,0.0015140058008829744,-0.0015455892002582544,0.12134159367656494,-0.2143620105594044,23.038326666666666,-24.085523333333335,-108.00000000000001,1719304098.140123
44,-45,272.47058823529414,63.529411764705884,0.0015359768613179517,-0.0015680596029758447,0.13110751670888376,-0.18994720297860646,23.038326666666666,-23.561925,-106.8,1719304098.179094
45,-45,262.5882352941176,73.41176470588235,0.0015359768613179517,-0.0015680596029758447,0.10400708029419903,-0.1921445356608782,23.561925,-23.561925,-107.99999999999999,1719304098.215331
45,-45,252.7058823529412,83.29411764705883,0.0015359768613179517,-0.0015680596029758447,0.11987670522171712,-0.23902096621601032,23.561925,-23.561925,-107.99999999999999,1719304098.252518
44,-45,242.8235294117647,93.17647058823529,0.0015359768613179517,-0.0015680596029758447,0.07446516312143281,-0.17090365306558386,23.038326666666666,-23.561925,-106.8,1719304098.286548
45,-45,232.94117647058823,101.6470588235294,0.0015359768613179517,-0.0015680596029758447,0.12305063020722073,-0.22412793359172323,23.561925,-23.561925,-107.99999999999999,1719304098.324481
45,-45,223.05882352941177,112.94117647058823,0.001558447264035542,-0.001590530005693435,0.14209418012024244,-0.1596728415784172,23.561925,-23.561925,-107.99999999999999,1719304098.362769
45,-45,213.1764705882353,122.82352941176471,0.0015809176667531323,-0.0016130004084110253,0.10083315530869541,-0.2226630451368754,23.561925,-23.561925,-107.99999999999999,1719304098.399961
44,-45,203.2941176470588,132.7058823529412,0.0015809176667531323,-0.0016130004084110253,0.12598040711691638,-0.1706595049897759,23.038326666666666,-23.561925,-106.8,1719304098.435234
44,-45,193.41176470588235,142.58823529411765,0.0016028887271881097,-0.0016354708111286156,0.11352885525070988,-0.17725150303659198,23.038326666666666,-23.561925,-106.8,1719304098.472458
45,-46,183.52941176470588,152.47058823529412,0.0016253591299057,-0.0016584405561288192,0.12598040711691638,-0.17017120883815995,23.561925,-24.085523333333335,-109.2,1719304098.511061
44,-45,173.64705882352942,162.35294117647058,0.0016528229554494214,-0.001686528559525807,0.0903347880489509,-0.217780083620716,23.038326666666666,-23.561925,-106.8,1719304098.547199
44,-45,163.76470588235293,172.23529411764707,0.0016747940158843987,-0.0017089989622433974,0.13281655323953956,-0.23657948545793062,23.038326666666666,-23.561925,-106.8,1719304098.585676
44,-45,152.47058823529412,182.11764705882354,0.00170225784142812,-0.0017370869656403852,0.07934812463759222,-0.14136173589281942,23.038326666666666,-23.561925,-106.8,1719304098.622976
45,-45,144.0,192.0,0.00170225784142812,-0.0017370869656403852,0.11450544755394176,-0.2434156315805538,23.561925,-23.561925,-107.99999999999999,1719304098.657135
44,-45,134.11764705882354,200.47058823529412,0.0017242289018630974,-0.0017595573683579756,0.09204382457960669,-0.23145237586596235,23.038326666666666,-23.561925,-106.8,1719304098.6925771
44,-45,125.6470588235294,208.94117647058823,0.0017242289018630974,-0.0017595573683579756,0.12182988982818088,-0.3037202063051243,23.038326666666666,-23.561925,-106.8,1719304098.7268748
45,-45,115.76470588235294,218.8235294117647,0.0017242289018630974,-0.0017595573683579756,0.09302041688283857,-0.17261268959624054,23.561925,-23.561925,-107.99999999999999,1719304098.76103
45,-45,104.47058823529412,230.11764705882354,0.0017466993045806877,-0.0017820277710755659,0.08594012268440743,-0.2600177007354958,23.561925,-23.561925,-107.99999999999999,1719304098.802594
45,-45,96.0,240.0,0.001769169707298278,-0.0018044981737931562,0.1391644032105468,-0.1879940183721427,23.561925,-23.561925,-107.99999999999999,1719304098.837975
